owner,repo,url,id,node_id,number,title,user_id,state,locked,assignee_id,milestone_id,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,body,performed_via_github_app,is_pull_request,repository_url,labels_url,comments_url,events_url,html_url,pull_request_url
laserlemon,figaro,https://api.github.com/repos/laserlemon/figaro/issues/285,692143092,MDExOlB1bGxSZXF1ZXN0NDc4Nzc0MjY4,285,Add Truffleruby head to CI,379758,closed,FALSE,NA,NA,0,2020-09-03T17:17:32Z,2020-09-03T17:29:39Z,2020-09-03T17:29:37Z,NONE,NA,,NA,TRUE,https://api.github.com/repos/laserlemon/figaro,https://api.github.com/repos/laserlemon/figaro/issues/285/labels{/name},https://api.github.com/repos/laserlemon/figaro/issues/285/comments,https://api.github.com/repos/laserlemon/figaro/issues/285/events,https://github.com/laserlemon/figaro/pull/285,https://api.github.com/repos/laserlemon/figaro/pulls/285
laserlemon,figaro,https://api.github.com/repos/laserlemon/figaro/issues/284,612520926,MDU6SXNzdWU2MTI1MjA5MjY=,284,Any npm packages that could use the same secrets?,67437,open,FALSE,NA,NA,3,2020-05-05T11:10:45Z,2020-05-05T15:48:56Z,NA,NONE,NA,"I have a rails + webpacker project and I need to share some ENV vars between rails and webpacker (webpack/node).

It works great if I use 'dotenv-rails', but I prefer 'figaro' and its ""use one file, never commit it and it's YAML"" philosophy.

I also like ease of use of pushing ENV vars to heroku.

Is there some npm package that I can use, like 'dotenv', that will be able to read the secrets from `config/application.yml`? Should we build one? Maybe we could just fork 'dotenv' and have it parse YAML instead of reading in the ""plain text"" key=value pairs from multiple dotfiles.

What do you think?",NA,FALSE,https://api.github.com/repos/laserlemon/figaro,https://api.github.com/repos/laserlemon/figaro/issues/284/labels{/name},https://api.github.com/repos/laserlemon/figaro/issues/284/comments,https://api.github.com/repos/laserlemon/figaro/issues/284/events,https://github.com/laserlemon/figaro/issues/284,NA
laserlemon,figaro,https://api.github.com/repos/laserlemon/figaro/issues/283,555277627,MDExOlB1bGxSZXF1ZXN0MzY3MjUzOTA4,283,Removing thor version requirement allows rails 6 to bundle,1904267,open,FALSE,NA,NA,4,2020-01-26T19:44:44Z,2020-05-09T18:12:04Z,NA,NONE,NA,Quick hack. Probably not the best fix but it allows rails 6 to bundle and seems to be working properly now,NA,TRUE,https://api.github.com/repos/laserlemon/figaro,https://api.github.com/repos/laserlemon/figaro/issues/283/labels{/name},https://api.github.com/repos/laserlemon/figaro/issues/283/comments,https://api.github.com/repos/laserlemon/figaro/issues/283/events,https://github.com/laserlemon/figaro/pull/283,https://api.github.com/repos/laserlemon/figaro/pulls/283
laserlemon,figaro,https://api.github.com/repos/laserlemon/figaro/issues/282,543130195,MDU6SXNzdWU1NDMxMzAxOTU=,282,Rails and heroku failing tests,668742,open,FALSE,NA,NA,0,2019-12-28T11:38:33Z,2019-12-28T11:38:33Z,NA,NONE,NA,There have been rails and heroku failing tests for a very long time. See https://travis-ci.org/laserlemon/figaro/pull_requests for a history of failed tests for pull requests.,NA,FALSE,https://api.github.com/repos/laserlemon/figaro,https://api.github.com/repos/laserlemon/figaro/issues/282/labels{/name},https://api.github.com/repos/laserlemon/figaro/issues/282/comments,https://api.github.com/repos/laserlemon/figaro/issues/282/events,https://github.com/laserlemon/figaro/issues/282,NA
laserlemon,figaro,https://api.github.com/repos/laserlemon/figaro/issues/281,542855850,MDExOlB1bGxSZXF1ZXN0MzU3MjE2ODEy,281,Remove escape characters when loading environment values #280,668742,open,FALSE,NA,NA,0,2019-12-27T12:12:49Z,2020-05-09T18:12:05Z,NA,NONE,NA,Let's say you have `app_key: e$Gu768HKkiec` in your application.yml. When calling `Figaro.env.app_key` Figaro will display the value as `e\$Gu768HKkiec` which does not match what is the config file because of `\` escape character. Figaro needs to be improved to remove the escape characters.,NA,TRUE,https://api.github.com/repos/laserlemon/figaro,https://api.github.com/repos/laserlemon/figaro/issues/281/labels{/name},https://api.github.com/repos/laserlemon/figaro/issues/281/comments,https://api.github.com/repos/laserlemon/figaro/issues/281/events,https://github.com/laserlemon/figaro/pull/281,https://api.github.com/repos/laserlemon/figaro/pulls/281
laserlemon,figaro,https://api.github.com/repos/laserlemon/figaro/issues/280,542806910,MDU6SXNzdWU1NDI4MDY5MTA=,280,Remove escape characters when loading environment values,668742,open,FALSE,NA,NA,0,2019-12-27T09:15:11Z,2019-12-27T09:15:11Z,NA,NONE,NA,Let's say you have `app_key: e$Gu768HKkiec` in your application.yml. When calling `Figaro.env.app_key` Figaro will display the value as `e\$Gu768HKkiec` which does not match what is the config file because of `\` escape character. Figaro needs to be improved to remove the escape characters.,NA,FALSE,https://api.github.com/repos/laserlemon/figaro,https://api.github.com/repos/laserlemon/figaro/issues/280/labels{/name},https://api.github.com/repos/laserlemon/figaro/issues/280/comments,https://api.github.com/repos/laserlemon/figaro/issues/280/events,https://github.com/laserlemon/figaro/issues/280,NA
laserlemon,figaro,https://api.github.com/repos/laserlemon/figaro/issues/279,500680076,MDU6SXNzdWU1MDA2ODAwNzY=,279,Project status?,11340230,open,FALSE,NA,NA,11,2019-10-01T05:57:07Z,2020-01-13T16:37:30Z,NA,NONE,NA,"I've used Figaro for years on Heroku, and am even using it at present with Capistrano. I'm not a fan of Rails encrypted secrets, and even with the Rails 6 enhancements it is not as easy to use and full-featured as Figaro!

What is the status of this project? I see there is a v2 branch but it has been quiet for a while.

Do you need some help to get this released @laserlemon ? ",NA,FALSE,https://api.github.com/repos/laserlemon/figaro,https://api.github.com/repos/laserlemon/figaro/issues/279/labels{/name},https://api.github.com/repos/laserlemon/figaro/issues/279/comments,https://api.github.com/repos/laserlemon/figaro/issues/279/events,https://github.com/laserlemon/figaro/issues/279,NA
laserlemon,figaro,https://api.github.com/repos/laserlemon/figaro/issues/278,500556147,MDU6SXNzdWU1MDA1NTYxNDc=,278,Herarchical structure,6450526,open,FALSE,NA,NA,0,2019-09-30T22:19:24Z,2019-09-30T22:19:24Z,NA,NONE,NA,"I :heart: Figaro!

I not found any proposals on this. Is it possible to introduce herarchical structure? Currently we in able to make linear list of settings/variables (excepting environments).

I think it will be helpful to be able to avoid repeating for some settings like:
```yml
database_host: localhost
database_name: postgrdb
database_user: postgrusr
database_pass: 111

# or

deploy_user: root
deploy_port: 2121
deploy_server: example.com
deploy_dir: /var/www/domain
deploy_branch: master
```
It might be look like this:
```yml
database:
  host: localhost
  name: postgrdb
  user: postgrusr
  pass: 111

# or

deploy:
  user: root
  port: 2121
  server: example.com
  dir: /var/www/domain
  branch: master
```
This is only for definition things. I think it's need to be merged into single string variables as well as previously: `deploy_user` (although it may be available and by the new way)

In this case the first level keywords like `development`, `production` or `test` can work as previously - to define environment.
```yml
production:
  database:
    user: prod_user
    pass: prod_pass
```
This feature will especially helpful for some developers who uses variables prefixed with an app name, like:
```yml
app_database_name: db_name
# ...etc.
```

Thank you! :smile: ",NA,FALSE,https://api.github.com/repos/laserlemon/figaro,https://api.github.com/repos/laserlemon/figaro/issues/278/labels{/name},https://api.github.com/repos/laserlemon/figaro/issues/278/comments,https://api.github.com/repos/laserlemon/figaro/issues/278/events,https://github.com/laserlemon/figaro/issues/278,NA
laserlemon,figaro,https://api.github.com/repos/laserlemon/figaro/issues/277,493120695,MDU6SXNzdWU0OTMxMjA2OTU=,277,"Environment variables in config/keycloak.yml files, not supported?",6162142,open,FALSE,NA,NA,0,2019-09-13T03:34:30Z,2019-09-13T03:34:30Z,NA,NONE,NA,"
I added the configuration in config/application.yml file:
KEYCLOAK_REALM: 'aaa-dev'

then I try to use it in config/keycloak.yml file:
realm: <%= ENV[""KEYCLOAK_REALM""] %>

but it seems not working, any suggestions?",NA,FALSE,https://api.github.com/repos/laserlemon/figaro,https://api.github.com/repos/laserlemon/figaro/issues/277/labels{/name},https://api.github.com/repos/laserlemon/figaro/issues/277/comments,https://api.github.com/repos/laserlemon/figaro/issues/277/events,https://github.com/laserlemon/figaro/issues/277,NA
laserlemon,figaro,https://api.github.com/repos/laserlemon/figaro/issues/276,491942633,MDU6SXNzdWU0OTE5NDI2MzM=,276,Not working,4550114,closed,FALSE,NA,NA,1,2019-09-10T23:21:19Z,2019-09-10T23:41:08Z,2019-09-10T23:40:53Z,NONE,NA,"Hi!

No support for rails 6?

<img width=""881"" alt=""Screen Shot 2019-09-10 at 20 21 04"" src=""https://user-images.githubusercontent.com/4550114/64657154-89e7af80-d408-11e9-9d78-7efb627427dc.png"">
",NA,FALSE,https://api.github.com/repos/laserlemon/figaro,https://api.github.com/repos/laserlemon/figaro/issues/276/labels{/name},https://api.github.com/repos/laserlemon/figaro/issues/276/comments,https://api.github.com/repos/laserlemon/figaro/issues/276/events,https://github.com/laserlemon/figaro/issues/276,NA
