owner,repo,issue_id,url,id,node_id,user_id,created_at,updated_at,author_association,body,performed_via_github_app,comments_url,html_url,issue_url
laserlemon,figaro,612520926,https://api.github.com/repos/laserlemon/figaro/issues/comments/624105868,624105868,MDEyOklzc3VlQ29tbWVudDYyNDEwNTg2OA==,34264,2020-05-05T14:57:18Z,2020-05-05T14:57:18Z,OWNER,"@vfonic Figaro 2.0 (in development) adds a `figaro exec` command, which uses Ruby to load your Figaro configuration into `ENV` and then execute some other command of your choosing.

I'm not very familiar with Node.js development but `figaro exec your/node/command` might be interesting for that use case.",NA,https://api.github.com/repos/laserlemon/figaro/issues/284/comments,https://github.com/laserlemon/figaro/issues/284#issuecomment-624105868,https://api.github.com/repos/laserlemon/figaro/issues/284
laserlemon,figaro,612520926,https://api.github.com/repos/laserlemon/figaro/issues/comments/624131876,624131876,MDEyOklzc3VlQ29tbWVudDYyNDEzMTg3Ng==,67437,2020-05-05T15:40:54Z,2020-05-05T15:40:54Z,NONE,"That might work!

I'm curious how it would work after deployment. 🤔
It might be a bit inconvenient to have to add `figaro exec` before every command. Plus, heroku is precompiling assets automatically, so, in order for this to work there, we'd have to override ""assets:precompile"" task to get ENV vars into webpacker/webpack. I'm not sure actually...

I'm eager to be the beta tester if that helps! :)",NA,https://api.github.com/repos/laserlemon/figaro/issues/284/comments,https://github.com/laserlemon/figaro/issues/284#issuecomment-624131876,https://api.github.com/repos/laserlemon/figaro/issues/284
laserlemon,figaro,612520926,https://api.github.com/repos/laserlemon/figaro/issues/comments/624136483,624136483,MDEyOklzc3VlQ29tbWVudDYyNDEzNjQ4Mw==,34264,2020-05-05T15:48:56Z,2020-05-05T15:48:56Z,OWNER,"I'm also very open to the creation of a JS Figaro sidecar (by somebody else! 😜), although I might suggest avoiding replicating Figaro v1 at this point, in favor of v2.",NA,https://api.github.com/repos/laserlemon/figaro/issues/284/comments,https://github.com/laserlemon/figaro/issues/284#issuecomment-624136483,https://api.github.com/repos/laserlemon/figaro/issues/284
laserlemon,figaro,555277627,https://api.github.com/repos/laserlemon/figaro/issues/comments/607458449,607458449,MDEyOklzc3VlQ29tbWVudDYwNzQ1ODQ0OQ==,1904267,2020-04-01T19:54:46Z,2020-04-01T19:54:46Z,NONE,Please consider merging @laserlemon ,NA,https://api.github.com/repos/laserlemon/figaro/issues/283/comments,https://github.com/laserlemon/figaro/pull/283#issuecomment-607458449,https://api.github.com/repos/laserlemon/figaro/issues/283
laserlemon,figaro,555277627,https://api.github.com/repos/laserlemon/figaro/issues/comments/607821375,607821375,MDEyOklzc3VlQ29tbWVudDYwNzgyMTM3NQ==,125,2020-04-02T12:40:27Z,2020-04-02T12:40:27Z,COLLABORATOR,"I just ran into this, and this gets it bundling again. Rails 6 needs thor 1.0.",NA,https://api.github.com/repos/laserlemon/figaro/issues/283/comments,https://github.com/laserlemon/figaro/pull/283#issuecomment-607821375,https://api.github.com/repos/laserlemon/figaro/issues/283
laserlemon,figaro,555277627,https://api.github.com/repos/laserlemon/figaro/issues/comments/622470413,622470413,MDEyOklzc3VlQ29tbWVudDYyMjQ3MDQxMw==,4427553,2020-05-01T16:58:21Z,2020-05-01T16:58:21Z,NONE,"For Fsake, can someone merge this and release a new version of Figaro? Firago also conflicts with **Solargraph** which depends on thor version 1.0.
",NA,https://api.github.com/repos/laserlemon/figaro/issues/283/comments,https://github.com/laserlemon/figaro/pull/283#issuecomment-622470413,https://api.github.com/repos/laserlemon/figaro/issues/283
laserlemon,figaro,555277627,https://api.github.com/repos/laserlemon/figaro/issues/comments/622471508,622471508,MDEyOklzc3VlQ29tbWVudDYyMjQ3MTUwOA==,125,2020-05-01T17:01:01Z,2020-05-01T17:01:01Z,COLLABORATOR,"@Rambou I've volunteered to get this merged and updated, though it'll be a few days before I have time to finish that up. 

In the meantime, pointing at @Deekor's branch should get you up and running. It is what I'm doing currently.",NA,https://api.github.com/repos/laserlemon/figaro/issues/283/comments,https://github.com/laserlemon/figaro/pull/283#issuecomment-622471508,https://api.github.com/repos/laserlemon/figaro/issues/283
laserlemon,figaro,500680076,https://api.github.com/repos/laserlemon/figaro/issues/comments/558139883,558139883,MDEyOklzc3VlQ29tbWVudDU1ODEzOTg4Mw==,11340230,2019-11-25T12:46:29Z,2019-11-25T12:46:29Z,NONE,Looks like @laserlemon is offline ... is anyone maintaining a fork of this project?,NA,https://api.github.com/repos/laserlemon/figaro/issues/279/comments,https://github.com/laserlemon/figaro/issues/279#issuecomment-558139883,https://api.github.com/repos/laserlemon/figaro/issues/279
laserlemon,figaro,500680076,https://api.github.com/repos/laserlemon/figaro/issues/comments/558661249,558661249,MDEyOklzc3VlQ29tbWVudDU1ODY2MTI0OQ==,299102,2019-11-26T14:44:34Z,2019-11-26T14:44:34Z,NONE,"We have a fork with a couple of changes (looks like 255 other people do too!). It may mean someone (...) will have to make a statement of intent to hard fork, rename and release as a new gem if we can't get hold him. I see he actually [works at Github](https://github.com/laserlemon). I will try contacting him there.",NA,https://api.github.com/repos/laserlemon/figaro/issues/279/comments,https://github.com/laserlemon/figaro/issues/279#issuecomment-558661249,https://api.github.com/repos/laserlemon/figaro/issues/279
laserlemon,figaro,500680076,https://api.github.com/repos/laserlemon/figaro/issues/comments/562547418,562547418,MDEyOklzc3VlQ29tbWVudDU2MjU0NzQxOA==,34264,2019-12-06T12:07:32Z,2019-12-06T12:07:44Z,OWNER,"Hello and sorry for dropping off the map! I have all of the excuses you'd expect: family and full-time job. I still care very much about Figaro but have had difficulty finding and prioritizing time for its developemnt _and_ gauging its continued value in the community. I'm attempting to provide some solution to both of those problems by opening my [sponsorship profile](https://github.com/sponsors/laserlemon) and I've added an **UPDATE** section to the [README](https://github.com/laserlemon/figaro#readme) with this information as well.

Sorry this answer doesn't provide more _immediate_ results, but I hope that you'll stick with me as I try to navigate back to active Figaro development! 💛 ",NA,https://api.github.com/repos/laserlemon/figaro/issues/279/comments,https://github.com/laserlemon/figaro/issues/279#issuecomment-562547418,https://api.github.com/repos/laserlemon/figaro/issues/279
