owner,repo,issue_id,url,id,node_id,user_id,created_at,updated_at,author_association,body,performed_via_github_app,comments_url,html_url,issue_url
eljog,agileboard-ui,695384035,https://api.github.com/repos/eljog/agileboard-ui/issues/comments/793326658,793326658,MDEyOklzc3VlQ29tbWVudDc5MzMyNjY1OA==,49699333,2021-03-09T03:31:38Z,2021-03-09T03:31:38Z,CONTRIBUTOR,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",NA,https://api.github.com/repos/eljog/agileboard-ui/issues/49/comments,https://github.com/eljog/agileboard-ui/pull/49#issuecomment-793326658,https://api.github.com/repos/eljog/agileboard-ui/issues/49
eljog,agileboard-ui,693512680,https://api.github.com/repos/eljog/agileboard-ui/issues/comments/793326308,793326308,MDEyOklzc3VlQ29tbWVudDc5MzMyNjMwOA==,49699333,2021-03-09T03:31:12Z,2021-03-09T03:31:12Z,CONTRIBUTOR,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",NA,https://api.github.com/repos/eljog/agileboard-ui/issues/48/comments,https://github.com/eljog/agileboard-ui/pull/48#issuecomment-793326308,https://api.github.com/repos/eljog/agileboard-ui/issues/48
eljog,agileboard-ui,668747636,https://api.github.com/repos/eljog/agileboard-ui/issues/comments/793274753,793274753,MDEyOklzc3VlQ29tbWVudDc5MzI3NDc1Mw==,49699333,2021-03-09T02:17:23Z,2021-03-09T02:17:23Z,CONTRIBUTOR,Superseded by #51.,NA,https://api.github.com/repos/eljog/agileboard-ui/issues/47/comments,https://github.com/eljog/agileboard-ui/pull/47#issuecomment-793274753,https://api.github.com/repos/eljog/agileboard-ui/issues/47
eljog,agileboard-ui,632511242,https://api.github.com/repos/eljog/agileboard-ui/issues/comments/793326156,793326156,MDEyOklzc3VlQ29tbWVudDc5MzMyNjE1Ng==,49699333,2021-03-09T03:31:02Z,2021-03-09T03:31:02Z,CONTRIBUTOR,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",NA,https://api.github.com/repos/eljog/agileboard-ui/issues/46/comments,https://github.com/eljog/agileboard-ui/pull/46#issuecomment-793326156,https://api.github.com/repos/eljog/agileboard-ui/issues/46
eljog,agileboard-ui,581117707,https://api.github.com/repos/eljog/agileboard-ui/issues/comments/793326042,793326042,MDEyOklzc3VlQ29tbWVudDc5MzMyNjA0Mg==,49699333,2021-03-09T03:30:54Z,2021-03-09T03:30:54Z,CONTRIBUTOR,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",NA,https://api.github.com/repos/eljog/agileboard-ui/issues/45/comments,https://github.com/eljog/agileboard-ui/pull/45#issuecomment-793326042,https://api.github.com/repos/eljog/agileboard-ui/issues/45
eljog,agileboard-ui,543068120,https://api.github.com/repos/eljog/agileboard-ui/issues/comments/687331235,687331235,MDEyOklzc3VlQ29tbWVudDY4NzMzMTIzNQ==,49699333,2020-09-04T19:12:26Z,2020-09-04T19:12:26Z,CONTRIBUTOR,Superseded by #48.,NA,https://api.github.com/repos/eljog/agileboard-ui/issues/44/comments,https://github.com/eljog/agileboard-ui/pull/44#issuecomment-687331235,https://api.github.com/repos/eljog/agileboard-ui/issues/44
eljog,agileboard-ui,514240024,https://api.github.com/repos/eljog/agileboard-ui/issues/comments/793325875,793325875,MDEyOklzc3VlQ29tbWVudDc5MzMyNTg3NQ==,49699333,2021-03-09T03:30:42Z,2021-03-09T03:30:42Z,CONTRIBUTOR,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",NA,https://api.github.com/repos/eljog/agileboard-ui/issues/43/comments,https://github.com/eljog/agileboard-ui/pull/43#issuecomment-793325875,https://api.github.com/repos/eljog/agileboard-ui/issues/43
GeekMasher,geekmasher.dev,684740864,https://api.github.com/repos/GeekMasher/geekmasher.dev/issues/comments/679178586,679178586,MDEyOklzc3VlQ29tbWVudDY3OTE3ODU4Ng==,35613825,2020-08-24T14:59:09Z,2020-08-24T15:00:59Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/geekmasher/geekmasherdev/az3pahxzj](https://vercel.com/geekmasher/geekmasherdev/az3pahxzj)  
✅ Preview: [https://geekmasherdev-git-posts-codeql-intro.geekmasher.vercel.app](https://geekmasherdev-git-posts-codeql-intro.geekmasher.vercel.app)

",NA,https://api.github.com/repos/GeekMasher/geekmasher.dev/issues/44/comments,https://github.com/GeekMasher/geekmasher.dev/pull/44#issuecomment-679178586,https://api.github.com/repos/GeekMasher/geekmasher.dev/issues/44
GeekMasher,geekmasher.dev,679585079,https://api.github.com/repos/GeekMasher/geekmasher.dev/issues/comments/674406084,674406084,MDEyOklzc3VlQ29tbWVudDY3NDQwNjA4NA==,35613825,2020-08-15T14:38:12Z,2020-08-15T14:47:55Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/geekmasher/geekmasherdev/g6a97229n](https://vercel.com/geekmasher/geekmasherdev/g6a97229n)  
✅ Preview: [https://geekmasherdev-git-dependabot-npmandyarnwebsocket-extensions-014.geekmasher.vercel.app](https://geekmasherdev-git-dependabot-npmandyarnwebsocket-extensions-014.geekmasher.vercel.app)

",NA,https://api.github.com/repos/GeekMasher/geekmasher.dev/issues/43/comments,https://github.com/GeekMasher/geekmasher.dev/pull/43#issuecomment-674406084,https://api.github.com/repos/GeekMasher/geekmasher.dev/issues/43
GeekMasher,geekmasher.dev,679585079,https://api.github.com/repos/GeekMasher/geekmasher.dev/issues/comments/674512017,674512017,MDEyOklzc3VlQ29tbWVudDY3NDUxMjAxNw==,49699333,2020-08-16T10:58:54Z,2020-08-16T10:58:54Z,NONE,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",NA,https://api.github.com/repos/GeekMasher/geekmasher.dev/issues/43/comments,https://github.com/GeekMasher/geekmasher.dev/pull/43#issuecomment-674512017,https://api.github.com/repos/GeekMasher/geekmasher.dev/issues/43
