owner,repo,url,id,node_id,number,title,user_id,state,locked,assignee_id,milestone,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,body,performed_via_github_app,is_pull_request,repository_url,labels_url,comments_url,events_url,html_url,pull_request_url
seejohnrun,haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/378,866473405,MDU6SXNzdWU4NjY0NzM0MDU=,378,TypeError: Pool is not a constructor when using Postgre SQL as storage type,10331278,open,FALSE,NA,NA,0,2021-04-23T22:43:10Z,2021-04-23T22:43:18Z,NA,NONE,NA,"I am getting the following error when I try to use `postgres` as `STORAGE_TYPE`. The error is the following:

```
> haste@0.1.0 start /usr/src/app
> node server.js

/usr/src/app/lib/document_stores/postgres.js:13
  this.pool = new Pool({connectionString});
              ^

TypeError: Pool is not a constructor
    at new PostgresDocumentStore (/usr/src/app/lib/document_stores/postgres.js:13:15)
    at Object.<anonymous> (/usr/src/app/server.js:54:20)
    at Module._compile (internal/modules/cjs/loader.js:1251:30)
    at Object.Module._extensions..js (internal/modules/cjs/loader.js:1272:10)
    at Module.load (internal/modules/cjs/loader.js:1100:32)
    at Function.Module._load (internal/modules/cjs/loader.js:962:14)
    at Function.executeUserEntryPoint [as runMain] (internal/modules/run_main.js:72:12)
    at internal/main/run_main_module.js:17:47
npm ERR! code ELIFECYCLE
npm ERR! errno 1
npm ERR! haste@0.1.0 start: `node server.js`
npm ERR! Exit status 1
npm ERR! 
npm ERR! Failed at the haste@0.1.0 start script.
npm ERR! This is probably not a problem with npm. There is likely additional logging output above.
```

Steps to reproduce the problem. You don't need to provide other `STORAGE_*` environment variables, nor to run a postgres docker container, to reproduce this problem.

```
git clone https://github.com/seejohnrun/haste-server.git
cd haste-server
docker build . -t seejohnrun/haste-server:latest

docker run --rm --name haste -e STORAGE_TYPE=postgres -it seejohnrun/haste-server:latest
# Fails with the error from above
```

It looks like this stackoverflow post is relevant: https://stackoverflow.com/questions/56647673/unable-to-create-a-pool-instance-with-constructor-in-jest-test",NA,FALSE,https://api.github.com/repos/seejohnrun/haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/378/labels{/name},https://api.github.com/repos/seejohnrun/haste-server/issues/378/comments,https://api.github.com/repos/seejohnrun/haste-server/issues/378/events,https://github.com/seejohnrun/haste-server/issues/378,NA
seejohnrun,haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/377,864786673,MDU6SXNzdWU4NjQ3ODY2NzM=,377,NPM Vulnerability,37373941,open,FALSE,NA,NA,0,2021-04-22T10:22:15Z,2021-04-22T10:22:15Z,NA,NONE,NA,"Hello, there are many vulnerabilities with haste-server.

![Capture](https://user-images.githubusercontent.com/37373941/115698852-5cdddb80-a365-11eb-8bff-974fbcea8deb.PNG)
",NA,FALSE,https://api.github.com/repos/seejohnrun/haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/377/labels{/name},https://api.github.com/repos/seejohnrun/haste-server/issues/377/comments,https://api.github.com/repos/seejohnrun/haste-server/issues/377/events,https://github.com/seejohnrun/haste-server/issues/377,NA
seejohnrun,haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/376,861909452,MDU6SXNzdWU4NjE5MDk0NTI=,376,Healthcheck is failing when using Dockerfile,10331278,open,FALSE,NA,NA,2,2021-04-19T21:05:57Z,2021-04-20T18:35:25Z,NA,NONE,NA,"I have build a fresh docker image using the provided Dockerfile from the master branch. When I try to run it, the container never becomes healthy. The healthcheck is failing with the following error:

```json
""Health"": {
    ""Status"": ""unhealthy"",
    ""FailingStreak"": 1,
    ""Log"": [
        {
            ""Start"": ""2021-04-19T20:58:48.61776062Z"",
            ""End"": ""2021-04-19T20:58:48.750518951Z"",
            ""ExitCode"": 2,
            ""Output"": ""/bin/sh: 1: [: missing ]\n""
        }
    ]
}
```

Steps to reproduce:

```
git clone https://github.com/seejohnrun/haste-server.git
cd haste-server
docker build . -t seejohnrun/haste-server:latest

docker run --rm --name haste -d -p 7777:7777 -it seejohnrun/haste-server:latest
# Wait 5 seconds

docker inspect haste
# Look for root -> 1st element -> State -> Health -> Log in the JSON output
```

Logs from the container:

```
> haste@0.1.0 start /usr/src/app
> node server.js

info: connecting to memcached on 127.0.0.1:11211
info: compressed application.js into application.min.js
info: loading static document name=about, path=./about.md
info: listening on 0.0.0.0:7777
```

Container is alive and I am able to access http://localhost:7777 but the healthcheck is failing anyway.

This is an annoying problem because if you are using a reverse proxy that scans through all available Docker containers, such as Traefik, it ignores unhealthy targets.",NA,FALSE,https://api.github.com/repos/seejohnrun/haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/376/labels{/name},https://api.github.com/repos/seejohnrun/haste-server/issues/376/comments,https://api.github.com/repos/seejohnrun/haste-server/issues/376/events,https://github.com/seejohnrun/haste-server/issues/376,NA
seejohnrun,haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/375,861056191,MDExOlB1bGxSZXF1ZXN0NjE3Nzg2ODE1,375,Update node to latest version in Docker and get jquery as node module,46790650,open,FALSE,NA,NA,0,2021-04-19T08:38:48Z,2021-04-19T08:38:48Z,NA,NONE,NA,"I've updated the node Enviorement in the Docker image to version 15 and added a route on the server top load node modules. This function is used to load jquery (which I also updated to the latest version).

The difference to #112 is, that using node for the dependency we can update it very easy and don't need to include the code.",NA,TRUE,https://api.github.com/repos/seejohnrun/haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/375/labels{/name},https://api.github.com/repos/seejohnrun/haste-server/issues/375/comments,https://api.github.com/repos/seejohnrun/haste-server/issues/375/events,https://github.com/seejohnrun/haste-server/pull/375,https://api.github.com/repos/seejohnrun/haste-server/pulls/375
seejohnrun,haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/374,853930038,MDU6SXNzdWU4NTM5MzAwMzg=,374,heroku integration,74624892,open,FALSE,NA,NA,0,2021-04-08T21:21:02Z,2021-04-08T21:21:02Z,NA,NONE,NA,you can add deploy with heroku?,NA,FALSE,https://api.github.com/repos/seejohnrun/haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/374/labels{/name},https://api.github.com/repos/seejohnrun/haste-server/issues/374/comments,https://api.github.com/repos/seejohnrun/haste-server/issues/374/events,https://github.com/seejohnrun/haste-server/issues/374,NA
seejohnrun,haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/373,848120621,MDExOlB1bGxSZXF1ZXN0NjA3MDk0ODkx,373,Bump y18n from 4.0.0 to 4.0.1,49699333,open,FALSE,NA,NA,0,2021-04-01T07:25:33Z,2021-04-01T07:25:34Z,NA,CONTRIBUTOR,NA,"Bumps [y18n](https://github.com/yargs/y18n) from 4.0.0 to 4.0.1.
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/yargs/y18n/blob/master/CHANGELOG.md"">y18n's changelog</a>.</em></p>
<blockquote>
<h1>Change Log</h1>
<p>All notable changes to this project will be documented in this file. See <a href=""https://github.com/conventional-changelog/standard-version"">standard-version</a> for commit guidelines.</p>
<h3><a href=""https://www.github.com/yargs/y18n/compare/v5.0.4...v5.0.5"">5.0.5</a> (2020-10-25)</h3>
<h3>Bug Fixes</h3>
<ul>
<li>address prototype pollution issue (<a href=""https://github-redirect.dependabot.com/yargs/y18n/issues/108"">#108</a>) (<a href=""https://www.github.com/yargs/y18n/commit/a9ac604abf756dec9687be3843e2c93bfe581f25"">a9ac604</a>)</li>
</ul>
<h3><a href=""https://www.github.com/yargs/y18n/compare/v5.0.3...v5.0.4"">5.0.4</a> (2020-10-16)</h3>
<h3>Bug Fixes</h3>
<ul>
<li><strong>exports:</strong> node 13.0 and 13.1 require the dotted object form <em>with</em> a string fallback (<a href=""https://github-redirect.dependabot.com/yargs/y18n/issues/105"">#105</a>) (<a href=""https://www.github.com/yargs/y18n/commit/4f85d80dbaae6d2c7899ae394f7ad97805df4886"">4f85d80</a>)</li>
</ul>
<h3><a href=""https://www.github.com/yargs/y18n/compare/v5.0.2...v5.0.3"">5.0.3</a> (2020-10-16)</h3>
<h3>Bug Fixes</h3>
<ul>
<li><strong>exports:</strong> node 13.0-13.6 require a string fallback (<a href=""https://github-redirect.dependabot.com/yargs/y18n/issues/103"">#103</a>) (<a href=""https://www.github.com/yargs/y18n/commit/e39921e1017f88f5d8ea97ddea854ffe92d68e74"">e39921e</a>)</li>
</ul>
<h3><a href=""https://www.github.com/yargs/y18n/compare/v5.0.1...v5.0.2"">5.0.2</a> (2020-10-01)</h3>
<h3>Bug Fixes</h3>
<ul>
<li><strong>deno:</strong> update types for deno ^1.4.0 (<a href=""https://github-redirect.dependabot.com/yargs/y18n/issues/100"">#100</a>) (<a href=""https://www.github.com/yargs/y18n/commit/3834d9ab1332f2937c935ada5e76623290efae81"">3834d9a</a>)</li>
</ul>
<h3><a href=""https://www.github.com/yargs/y18n/compare/v5.0.0...v5.0.1"">5.0.1</a> (2020-09-05)</h3>
<h3>Bug Fixes</h3>
<ul>
<li>main had old index path (<a href=""https://github-redirect.dependabot.com/yargs/y18n/issues/98"">#98</a>) (<a href=""https://www.github.com/yargs/y18n/commit/124f7b047ba9596bdbdf64459988304e77f3de1b"">124f7b0</a>)</li>
</ul>
<h2><a href=""https://www.github.com/yargs/y18n/compare/v4.0.0...v5.0.0"">5.0.0</a> (2020-09-05)</h2>
<h3>⚠ BREAKING CHANGES</h3>
<ul>
<li>exports maps are now used, which modifies import behavior.</li>
<li>drops Node 6 and 4. begin following Node.js LTS schedule (<a href=""https://github-redirect.dependabot.com/yargs/y18n/issues/89"">#89</a>)</li>
</ul>
<h3>Features</h3>
<ul>
<li>add support for ESM and Deno <a href=""https://github-redirect.dependabot.com/yargs/y18n/issues/95"">#95</a>) (<a href=""https://www.github.com/yargs/y18n/commit/4d7ae94bcb42e84164e2180366474b1cd321ed94"">4d7ae94</a>)</li>
</ul>
<!-- raw HTML omitted -->
</blockquote>
<p>... (truncated)</p>
</details>
<details>
<summary>Commits</summary>
<ul>
<li>See full diff in <a href=""https://github.com/yargs/y18n/commits"">compare view</a></li>
</ul>
</details>
<details>
<summary>Maintainer changes</summary>
<p>This version was pushed to npm by <a href=""https://www.npmjs.com/~oss-bot"">oss-bot</a>, a new releaser for y18n since your current version.</p>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=y18n&package-manager=npm_and_yarn&previous-version=4.0.0&new-version=4.0.1)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/seejohnrun/haste-server/network/alerts).

</details>",NA,TRUE,https://api.github.com/repos/seejohnrun/haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/373/labels{/name},https://api.github.com/repos/seejohnrun/haste-server/issues/373/comments,https://api.github.com/repos/seejohnrun/haste-server/issues/373/events,https://github.com/seejohnrun/haste-server/pull/373,https://api.github.com/repos/seejohnrun/haste-server/pulls/373
seejohnrun,haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/372,847379545,MDU6SXNzdWU4NDczNzk1NDU=,372,"error ""http://hastebin.com/undefined""",3876474,open,FALSE,NA,NA,2,2021-03-31T21:35:39Z,2021-04-13T15:15:09Z,NA,NONE,NA,"On Ubuntu 20.04 using hastebin from clipboard by Dave_Elec

In the logs:

`Mar 31 14:36:25 yuriw-RH2 gnome-shell[801110]: (../libsoup/soup-message.c:1098):soup_message_set_request: runtime check failed: (strchr (content_type, '/') != NULL) 
Mar 31 14:36:26 yuriw-RH2 gnome-shell[801110]: JS ERROR: Error: Source.notify() has been moved to Source.showNotification()this code will break in the future 
                                               notify@resource:///org/gnome/shell/ui/messageTray.js:865:23 
                                               hastebinFromClipboard/</<@/home/yuriw/.local/share/gnome-shell/extensions/hastebin-from-clipboard@dawitabate2@gmail.com/extension.js:60:32 
`

And hastebin shows `http://hastebin.com/undefined`

Any clues or fix how to work around this problem ?",NA,FALSE,https://api.github.com/repos/seejohnrun/haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/372/labels{/name},https://api.github.com/repos/seejohnrun/haste-server/issues/372/comments,https://api.github.com/repos/seejohnrun/haste-server/issues/372/events,https://github.com/seejohnrun/haste-server/issues/372,NA
seejohnrun,haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/371,844057832,MDU6SXNzdWU4NDQwNTc4MzI=,371,Live editing and sharing,81606157,open,FALSE,NA,NA,0,2021-03-30T04:28:07Z,2021-03-30T04:28:07Z,NA,NONE,NA,"While one user edits, the other sees the change immediately. Any plan for feature like this?",NA,FALSE,https://api.github.com/repos/seejohnrun/haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/371/labels{/name},https://api.github.com/repos/seejohnrun/haste-server/issues/371/comments,https://api.github.com/repos/seejohnrun/haste-server/issues/371/events,https://github.com/seejohnrun/haste-server/issues/371,NA
seejohnrun,haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/370,833146751,MDU6SXNzdWU4MzMxNDY3NTE=,370,"""Error adding document"" when trying to add a document as normal",63609284,open,FALSE,NA,NA,2,2021-03-16T19:54:16Z,2021-03-30T04:27:27Z,NA,NONE,NA,"The error handler for a chatbot that I made posts the full traceback to hastebin.com using python requests:
```py
import requests

r = requests.post(""https://hastebin.com/documents"", data=""foo bar"")
```
This has been working well for me until lately, when I kept getting `{""message"": ""Error adding document""}` as the response. I've noticed that hastebin.com has been having high ping times lately, so maybe this could be an issue with lag on the server, but I don't know anything about JS so I have no idea if that is the case or if this could be caused by something else.

Anyways, any help with this would be appreciated.

Thanks!",NA,FALSE,https://api.github.com/repos/seejohnrun/haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/370/labels{/name},https://api.github.com/repos/seejohnrun/haste-server/issues/370/comments,https://api.github.com/repos/seejohnrun/haste-server/issues/370/events,https://github.com/seejohnrun/haste-server/issues/370,NA
seejohnrun,haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/369,825856116,MDU6SXNzdWU4MjU4NTYxMTY=,369,MongoDB,46348263,open,FALSE,NA,NA,3,2021-03-09T12:33:02Z,2021-03-10T21:17:31Z,NA,NONE,NA,"Hey,

when I insert MongoDB as the storage type, the module can not be found. Any solutions?

![a938e53b26a46fdf75da562d45fd1679](https://user-images.githubusercontent.com/46348263/110470999-dd10f000-80db-11eb-9062-048c2009d29f.png)
",NA,FALSE,https://api.github.com/repos/seejohnrun/haste-server,https://api.github.com/repos/seejohnrun/haste-server/issues/369/labels{/name},https://api.github.com/repos/seejohnrun/haste-server/issues/369/comments,https://api.github.com/repos/seejohnrun/haste-server/issues/369/events,https://github.com/seejohnrun/haste-server/issues/369,NA
