owner,repo,url,id,node_id,number,title,user_id,state,locked,assignee_id,milestone_id,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,body,performed_via_github_app,is_pull_request,repository_url,labels_url,comments_url,events_url,html_url,pull_request_url
0xfe,vexflow,https://api.github.com/repos/0xfe/vexflow/issues/935,866675759,MDExOlB1bGxSZXF1ZXN0NjIyNTM1Mjg1,935,Experiment/stemmablenote,22865285,open,FALSE,NA,NA,0,2021-04-24T06:46:29Z,2021-04-24T06:46:46Z,NA,CONTRIBUTOR,NA,This is an experiment to evaluate the impact of removing StemmableNote. Refers to #930.,NA,TRUE,https://api.github.com/repos/0xfe/vexflow,https://api.github.com/repos/0xfe/vexflow/issues/935/labels{/name},https://api.github.com/repos/0xfe/vexflow/issues/935/comments,https://api.github.com/repos/0xfe/vexflow/issues/935/events,https://github.com/0xfe/vexflow/pull/935,https://api.github.com/repos/0xfe/vexflow/pulls/935
0xfe,vexflow,https://api.github.com/repos/0xfe/vexflow/issues/934,866674063,MDExOlB1bGxSZXF1ZXN0NjIyNTM0MTA4,934,Migration/curve,22865285,open,FALSE,NA,NA,0,2021-04-24T06:35:51Z,2021-04-26T10:53:39Z,NA,CONTRIBUTOR,NA,"Curve is there.
@0xfe I am not particulary happy with the ammount of checks introduced, how do you see it? Should we use `as` instead in those  cases were the variable is obvoiusly defined?",NA,TRUE,https://api.github.com/repos/0xfe/vexflow,https://api.github.com/repos/0xfe/vexflow/issues/934/labels{/name},https://api.github.com/repos/0xfe/vexflow/issues/934/comments,https://api.github.com/repos/0xfe/vexflow/issues/934/events,https://github.com/0xfe/vexflow/pull/934,https://api.github.com/repos/0xfe/vexflow/pulls/934
0xfe,vexflow,https://api.github.com/repos/0xfe/vexflow/issues/933,866647203,MDExOlB1bGxSZXF1ZXN0NjIyNTEwMTE5,933,Migration/boundingbox,22865285,open,FALSE,NA,NA,0,2021-04-24T05:27:33Z,2021-04-26T10:45:16Z,NA,CONTRIBUTOR,NA,BoundingBox and BoundingBoxComputation,NA,TRUE,https://api.github.com/repos/0xfe/vexflow,https://api.github.com/repos/0xfe/vexflow/issues/933/labels{/name},https://api.github.com/repos/0xfe/vexflow/issues/933/comments,https://api.github.com/repos/0xfe/vexflow/issues/933/events,https://github.com/0xfe/vexflow/pull/933,https://api.github.com/repos/0xfe/vexflow/pulls/933
0xfe,vexflow,https://api.github.com/repos/0xfe/vexflow/issues/932,865891968,MDExOlB1bGxSZXF1ZXN0NjIxODkxNzk2,932,Test All Fonts,239113,open,FALSE,NA,NA,6,2021-04-23T08:43:06Z,2021-04-24T01:26:37Z,NA,CONTRIBUTOR,NA,"This change allows us to render visual diff images for all three fonts.

runNodeTest() now tests all three fonts, and outputs images files with names like:
```
  Accidental.Basic.Bravura.png
  Accidental.Basic.Gonville.png
  Accidental.Basic.Petaluma.png
  ...
  Vibrato.Harsh_Vibrato.Bravura.png
  Vibrato.Harsh_Vibrato.Gonville.png
  Vibrato.Harsh_Vibrato.Petaluma.png
```
This allows us to tweak individual fonts and use `npm run test:reference` to see the changes via visual diff.",NA,TRUE,https://api.github.com/repos/0xfe/vexflow,https://api.github.com/repos/0xfe/vexflow/issues/932/labels{/name},https://api.github.com/repos/0xfe/vexflow/issues/932/comments,https://api.github.com/repos/0xfe/vexflow/issues/932/events,https://github.com/0xfe/vexflow/pull/932,https://api.github.com/repos/0xfe/vexflow/pulls/932
0xfe,vexflow,https://api.github.com/repos/0xfe/vexflow/issues/931,865828627,MDExOlB1bGxSZXF1ZXN0NjIxODQxNTYx,931,fix/note,22865285,closed,FALSE,NA,NA,1,2021-04-23T07:25:09Z,2021-04-23T12:22:37Z,2021-04-23T12:22:37Z,CONTRIBUTOR,NA,"@0xfe getBoundingRect is already availabe in Element, we removed from KeySigNote and the implementation in Note was just reurning undefined.
",NA,TRUE,https://api.github.com/repos/0xfe/vexflow,https://api.github.com/repos/0xfe/vexflow/issues/931/labels{/name},https://api.github.com/repos/0xfe/vexflow/issues/931/comments,https://api.github.com/repos/0xfe/vexflow/issues/931/events,https://github.com/0xfe/vexflow/pull/931,https://api.github.com/repos/0xfe/vexflow/pulls/931
0xfe,vexflow,https://api.github.com/repos/0xfe/vexflow/issues/930,865744761,MDU6SXNzdWU4NjU3NDQ3NjE=,930,Migration issue: Note in Modifier,22865285,open,FALSE,NA,NA,6,2021-04-23T05:03:17Z,2021-04-26T10:55:41Z,NA,CONTRIBUTOR,NA,"Modifier has an attribute note of type Note. Tremolo expects this note to be a StemmableNote.
Are there childs from Note not derived from StemmableNote which have Modifiers ?",NA,FALSE,https://api.github.com/repos/0xfe/vexflow,https://api.github.com/repos/0xfe/vexflow/issues/930/labels{/name},https://api.github.com/repos/0xfe/vexflow/issues/930/comments,https://api.github.com/repos/0xfe/vexflow/issues/930/events,https://github.com/0xfe/vexflow/issues/930,NA
0xfe,vexflow,https://api.github.com/repos/0xfe/vexflow/issues/929,865738228,MDExOlB1bGxSZXF1ZXN0NjIxNzY4NzQ0,929,Migration/beam,22865285,open,FALSE,NA,NA,2,2021-04-23T04:47:17Z,2021-04-26T10:41:49Z,NA,CONTRIBUTOR,NA,Beam also there!,NA,TRUE,https://api.github.com/repos/0xfe/vexflow,https://api.github.com/repos/0xfe/vexflow/issues/929/labels{/name},https://api.github.com/repos/0xfe/vexflow/issues/929/comments,https://api.github.com/repos/0xfe/vexflow/issues/929/events,https://github.com/0xfe/vexflow/pull/929,https://api.github.com/repos/0xfe/vexflow/pulls/929
0xfe,vexflow,https://api.github.com/repos/0xfe/vexflow/issues/928,865720858,MDExOlB1bGxSZXF1ZXN0NjIxNzU0ODc5,928,Migration/glyphnote,22865285,closed,FALSE,NA,NA,0,2021-04-23T04:04:05Z,2021-04-23T11:02:43Z,2021-04-23T11:02:43Z,CONTRIBUTOR,NA,Another minor one.,NA,TRUE,https://api.github.com/repos/0xfe/vexflow,https://api.github.com/repos/0xfe/vexflow/issues/928/labels{/name},https://api.github.com/repos/0xfe/vexflow/issues/928/comments,https://api.github.com/repos/0xfe/vexflow/issues/928/events,https://github.com/0xfe/vexflow/pull/928,https://api.github.com/repos/0xfe/vexflow/pulls/928
0xfe,vexflow,https://api.github.com/repos/0xfe/vexflow/issues/927,865718854,MDExOlB1bGxSZXF1ZXN0NjIxNzUzMzY2,927,Migration/gracetabnote,22865285,closed,FALSE,NA,NA,1,2021-04-23T03:58:54Z,2021-04-23T10:59:04Z,2021-04-23T10:59:04Z,CONTRIBUTOR,NA,Gractabnote is there!,NA,TRUE,https://api.github.com/repos/0xfe/vexflow,https://api.github.com/repos/0xfe/vexflow/issues/927/labels{/name},https://api.github.com/repos/0xfe/vexflow/issues/927/comments,https://api.github.com/repos/0xfe/vexflow/issues/927/events,https://github.com/0xfe/vexflow/pull/927,https://api.github.com/repos/0xfe/vexflow/pulls/927
0xfe,vexflow,https://api.github.com/repos/0xfe/vexflow/issues/926,865658244,MDExOlB1bGxSZXF1ZXN0NjIxNzA1NjYz,926,Fix small issue where parts of the stem are visible around the note head. This patch affects the Bravura font.,239113,closed,FALSE,NA,NA,4,2021-04-23T01:35:03Z,2021-04-23T10:58:09Z,2021-04-23T10:58:09Z,CONTRIBUTOR,NA,"The visual diffs are very minimal, and only noticeable at context scale 2 or higher.

However, I did notice one visual diff that is noticeable at 1x scale. Since the `Annotation.TabNote_Annotations` test does not include round note heads, it is more obvious that the height of the note stems has changed. Please see images below. Perhaps this is something that would require a special case, to make sure **stems without note heads** have identical heights whether they are going up or down.

![Annotation TabNote_Annotations_Current](https://user-images.githubusercontent.com/239113/115804902-c4614e80-a398-11eb-8618-2b62c48fb12f.png)

![Annotation TabNote_Annotations_Reference](https://user-images.githubusercontent.com/239113/115804907-c4f9e500-a398-11eb-80f9-6880638315eb.png)

![Annotation TabNote_Annotations](https://user-images.githubusercontent.com/239113/115804908-c4f9e500-a398-11eb-87da-bd9fa7cdb3c4.png)
",NA,TRUE,https://api.github.com/repos/0xfe/vexflow,https://api.github.com/repos/0xfe/vexflow/issues/926/labels{/name},https://api.github.com/repos/0xfe/vexflow/issues/926/comments,https://api.github.com/repos/0xfe/vexflow/issues/926/events,https://github.com/0xfe/vexflow/pull/926,https://api.github.com/repos/0xfe/vexflow/pulls/926
