issue_id,id,node_id,url,name,color,default,description
820609693,581993909,MDU6TGFiZWw1ODE5OTM5MDk=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/source,source,fbca04,FALSE,NA
783725040,515835231,MDU6TGFiZWw1MTU4MzUyMzE=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/wontfix,wontfix,ffffff,TRUE,NA
773545884,515835227,MDU6TGFiZWw1MTU4MzUyMjc=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/enhancement,enhancement,84b6eb,TRUE,NA
737181267,515835231,MDU6TGFiZWw1MTU4MzUyMzE=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/wontfix,wontfix,ffffff,TRUE,NA
735333487,515835231,MDU6TGFiZWw1MTU4MzUyMzE=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/wontfix,wontfix,ffffff,TRUE,NA
732595224,515835231,MDU6TGFiZWw1MTU4MzUyMzE=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/wontfix,wontfix,ffffff,TRUE,NA
723821607,515835227,MDU6TGFiZWw1MTU4MzUyMjc=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/enhancement,enhancement,84b6eb,TRUE,NA
723819988,515835227,MDU6TGFiZWw1MTU4MzUyMjc=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/enhancement,enhancement,84b6eb,TRUE,NA
719073790,515835225,MDU6TGFiZWw1MTU4MzUyMjU=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/bug,bug,ee0701,TRUE,NA
718981818,515835225,MDU6TGFiZWw1MTU4MzUyMjU=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/bug,bug,ee0701,TRUE,NA
718979443,515835225,MDU6TGFiZWw1MTU4MzUyMjU=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/bug,bug,ee0701,TRUE,NA
718002200,515835225,MDU6TGFiZWw1MTU4MzUyMjU=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/bug,bug,ee0701,TRUE,NA
714400860,515835227,MDU6TGFiZWw1MTU4MzUyMjc=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/enhancement,enhancement,84b6eb,TRUE,NA
714400860,515835231,MDU6TGFiZWw1MTU4MzUyMzE=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/wontfix,wontfix,ffffff,TRUE,NA
714389534,581993909,MDU6TGFiZWw1ODE5OTM5MDk=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/source,source,fbca04,FALSE,NA
714381590,581993909,MDU6TGFiZWw1ODE5OTM5MDk=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/source,source,fbca04,FALSE,NA
714380955,581993909,MDU6TGFiZWw1ODE5OTM5MDk=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/source,source,fbca04,FALSE,NA
714380229,581993909,MDU6TGFiZWw1ODE5OTM5MDk=,https://api.github.com/repos/prabirshrestha/asyncomplete.vim/labels/source,source,fbca04,FALSE,NA
